record_id,stage,name,mechanism,source,line,default_history_verdict,experimental_route,experimental_status,next_test,route_note
be44efeeb8ac,joint_graph,_sfdp_pattern_14,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,358,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
dc89267a55f5,joint_graph,_sfdp_pattern_15,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,384,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
b5c81148a686,joint_graph,_sfdp_pattern_16,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,421,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
f3d26a478a36,joint_graph,_sfdp_pattern_17,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,464,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
e9277bb3ef71,joint_graph,_sfdp_pattern_18,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,504,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
38cb2514a9b6,joint_graph,_sfdp_pattern_19,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,552,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
12d6593346ed,joint_graph,_sfdp_pattern_20,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,588,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
23c7443bda9e,joint_graph,_sfdp_pattern_21,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,628,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
69d80fc9d1d1,joint_graph,_sfdp_pattern_22,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,654,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
084d33ddc8a9,joint_graph,_sfdp_pattern_23,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,684,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
5bba0a2884b7,joint_graph,_sfdp_pattern_24,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,716,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
d380de7512ea,joint_graph,_sfdp_pattern_25,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,752,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
3d309bedbafb,joint_graph,_sfdp_pattern_26,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,782,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
152a4f6bf23e,joint_graph,_sfdp_pattern_27,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,820,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
0f747e528d83,joint_graph,_sfdp_pattern_28,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,857,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
571f6fe072bc,joint_graph,_sfdp_pattern_29,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,876,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
7cd0f45e864b,joint_graph,_sfdp_pattern_30,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,906,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
ce5b3bf69723,joint_graph,early_patterns,pattern-registry,torch/_inductor/fx_passes/joint_graph.py,49,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
f818068e387a,joint_graph,patterns,pattern-registry,torch/_inductor/fx_passes/joint_graph.py,50,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
179777df07d4,joint_graph,joint_custom_pre_pass,pipeline,torch/_inductor/fx_passes/joint_graph.py,718,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
b738f5b04165,joint_graph,remove_noop_ops,pipeline,torch/_inductor/fx_passes/joint_graph.py,725,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
faf35cd732df,joint_graph,constant_fold_uniform_value,pipeline,torch/_inductor/fx_passes/joint_graph.py,728,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
f0950d1fbb4e,joint_graph,joint_custom_post_pass,pipeline,torch/_inductor/fx_passes/joint_graph.py,763,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
f7b3519e94c2,joint_graph,fix_iota_device,pattern-entry,torch/_inductor/fx_passes/joint_graph.py,788,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
d843fe6080c0,joint_graph,pointless_convert,pattern-entry,torch/_inductor/fx_passes/joint_graph.py,842,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
f7d0a219034c,joint_graph,pointless_view,pattern-entry,torch/_inductor/fx_passes/joint_graph.py,918,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
074d746ca30f,joint_graph,pointless_view_pair,pattern-entry,torch/_inductor/fx_passes/joint_graph.py,936,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
dc9c63f126be,joint_graph,pointless_permute_pair,pattern-entry,torch/_inductor/fx_passes/joint_graph.py,957,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
4477638714b2,joint_graph,bmm_to_mm,pattern-entry,torch/_inductor/fx_passes/joint_graph.py,979,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
55a03b46ccdf,joint_graph,mul_softmax_pattern,pattern-entry,torch/_inductor/fx_passes/joint_graph.py,1107,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
e4e051e08f22,joint_graph,div_softmax_pattern,pattern-entry,torch/_inductor/fx_passes/joint_graph.py,1142,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
d76aec308133,joint_graph,scatter_upon_const_tensor,pattern-entry,torch/_inductor/fx_passes/joint_graph.py,1203,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
79a7f46b0054,joint_graph,addmm_pattern,generated-pattern-family,torch/_inductor/fx_passes/pad_mm.py,197,unsupported,inherited-upstream-explicitly-disabled,not-run,disabled-sentinel-only,experimental activation forces shape_padding=False
2f13340f939c,joint_graph,mm_pattern,generated-pattern-family,torch/_inductor/fx_passes/pad_mm.py,812,unsupported,inherited-upstream-explicitly-disabled,not-run,disabled-sentinel-only,experimental activation forces shape_padding=False
95cc946c66b4,joint_graph,bmm_pattern,generated-pattern-family,torch/_inductor/fx_passes/pad_mm.py,885,unsupported,inherited-upstream-explicitly-disabled,not-run,disabled-sentinel-only,experimental activation forces shape_padding=False
d719c97acc32,npu-custom,run_register_pre_custom_passes,extension-function,torch_npu/_inductor/fx_passes/ascend_custom_passes/__init__.py,13,not-run,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
53f13ee0be29,npu-custom,run_register_post_custom_passes,extension-function,torch_npu/_inductor/fx_passes/ascend_custom_passes/__init__.py,28,not-run,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
1f8779b39b11,npu-custom,register_custom_pass,extension-function,torch_npu/_inductor/fx_passes/ascend_custom_passes/register_custom_pass.py,28,not-run,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
77ab01ebab55,npu-dvm,dvm_graph_fusion,backend-graph-pass,torch_npu/_inductor/dvm/graph_fusion.py,345,supported-beneficial,inactive-other-backend,not-run,do-not-run-under-experimental,owned by the DVM/MLIR loader
fa4c20c4d190,npu-dvm-subpass,annotate_mm_transpose_flags,backend-subpass,torch_npu/_inductor/dvm/fx_pass.py,26,supported-neutral,inactive-other-backend,not-run,do-not-run-under-experimental,owned by the DVM/MLIR loader
c0f7332d30d8,npu-dvm-subpass,decompose_k1_matmul_to_mul,backend-subpass,torch_npu/_inductor/dvm/fx_pass.py,70,not-applicable,inactive-other-backend,not-run,do-not-run-under-experimental,owned by the DVM/MLIR loader
fd160bf46176,npu-dvm-subpass,insert_sum_fp32_prepost_cast_prims,backend-subpass,torch_npu/_inductor/dvm/fx_pass.py,117,supported-neutral,inactive-other-backend,not-run,do-not-run-under-experimental,owned by the DVM/MLIR loader
0876a5047d4e,npu-dvm-subpass,insert_promote_cast_by_pos_prims,backend-subpass,torch_npu/_inductor/dvm/fx_pass.py,197,supported-neutral,inactive-other-backend,not-run,do-not-run-under-experimental,owned by the DVM/MLIR loader
a470a4ffac2b,npu-dvm-subpass,expand_to_reshape,backend-subpass,torch_npu/_inductor/dvm/fx_pass.py,251,unsupported,inactive-other-backend,not-run,do-not-run-under-experimental,owned by the DVM/MLIR loader
34bb66a7a4af,npu-mlir,DvmMlirPostGradPass,backend-graph-pass,torch_npu/_inductor/ascend_npu_ir/ascend_npu_ir/npu/npu_inductor_plugin.py,213,supported-neutral,inactive-other-backend,not-run,do-not-run-under-experimental,owned by the DVM/MLIR loader
494a11189064,npu-mlir-subpass,fold_sum_cast_to_dtype,backend-subpass,torch_npu/_inductor/ascend_npu_ir/ascend_npu_ir/npu/utils.py,352,supported-neutral,inactive-other-backend,not-run,do-not-run-under-experimental,owned by the DVM/MLIR loader
3ff8ba2ee50f,npu-pattern,npu_fusion_attention_graph,extension-function,torch_npu/_inductor/fx_passes/pattern_match/npu_fusion_attention_graph.py,160,not-run,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
49b295f7d222,npu-triton-experimental,_elide_int_float_int_roundtrip_pass,extension-function,torch_npu/_inductor/triton_experimental/fx_passes.py,25,not-run,active-experimental-owned,correctness-failed-installed-default-disabled,range-proof-and-output-alias-guard-before-any-default-reenable,T-057 found numerical and output-alias counterexamples; P-016 dedicated wheel verified default-off and late explicit opt-in
2433db3ad18e,npu-triton-experimental,_install_elide_int_float_int_pass,extension-function,torch_npu/_inductor/triton_experimental/fx_passes.py,378,not-run,active-experimental-owned-infrastructure,verified-installed-wheel,none-p016-closed,P-016 source gate and dedicated installed-wheel paths passed
9a69dae46843,npu-triton-experimental,_disable_addmm_fusion_pass,extension-function,torch_npu/_inductor/triton_experimental/fx_passes.py,534,not-run,active-experimental-disabled-gate,verified-installed-wheel-beneficial-host-tail-monitor,host-tail-regression-monitor-only,"P-018 dedicated wheel passed live default/late-optout/restore, 11/11 coverage, and two paired cohorts; device p50/p99 improved while host tail remains monitored"
fec7ab0b45d8,npu-triton-experimental,_disable_pad_mm_pass,extension-function,torch_npu/_inductor/triton_experimental/overrides.py,74,not-run,active-experimental-disabled-gate,not-run,disabled-sentinel-only,sets Inductor shape_padding=False
332956359d38,post_grad,reorder_for_locality,pipeline,torch/_inductor/fx_passes/post_grad.py,196,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
fbeedced3149,post_grad,post_grad_custom_pre_pass,pipeline,torch/_inductor/fx_passes/post_grad.py,209,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
69d57eacd3f2,post_grad,remove_profiler_ops,pipeline,torch/_inductor/fx_passes/post_grad.py,230,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
3bb7ca850f5e,post_grad,respecialize_current_device,pipeline,torch/_inductor/fx_passes/post_grad.py,236,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
fbeedced3149,post_grad,post_grad_custom_pre_pass,pipeline,torch/_inductor/fx_passes/post_grad.py,242,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
59f3d6f503ce,post_grad,remove_noop_ops,pipeline,torch/_inductor/fx_passes/post_grad.py,245,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
cf1e1ff5b835,post_grad,remove_assert_ops,pipeline,torch/_inductor/fx_passes/post_grad.py,246,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
9393f1d7491c,post_grad,partitioned_scatter_optimization,pipeline,torch/_inductor/fx_passes/post_grad.py,254,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
1b61076f0d1e,post_grad,fuse_ddp_communication,pipeline,torch/_inductor/fx_passes/post_grad.py,286,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
f435e9d2530a,post_grad,post_grad_custom_post_pass,pipeline,torch/_inductor/fx_passes/post_grad.py,301,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
fd7e19a3fcb9,post_grad,chain_random_ops_ordering,pipeline,torch/_inductor/fx_passes/post_grad.py,306,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
2b2f82ef4630,post_grad,stable_sort,pipeline,torch/_inductor/fx_passes/post_grad.py,310,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
e19211cbb281,post_grad,move_constructors_to_cuda,pipeline,torch/_inductor/fx_passes/post_grad.py,312,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
3891182bb842,post_grad,decomp_comms,pipeline,torch/_inductor/fx_passes/post_grad.py,337,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
77f4c06ecdf2,post_grad,dedup_reduce_scatters,pipeline,torch/_inductor/fx_passes/post_grad.py,344,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
5892276904cc,post_grad,bucket_reduce_scatters,pipeline,torch/_inductor/fx_passes/post_grad.py,357,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
5c1d43ad2ce6,post_grad,bucket_all_reduce,pipeline,torch/_inductor/fx_passes/post_grad.py,369,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
f4b58b847fca,post_grad,bucket_all_gathers,pipeline,torch/_inductor/fx_passes/post_grad.py,389,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
7e6209f5de7f,post_grad,overlap_scheduling,pipeline,torch/_inductor/fx_passes/post_grad.py,447,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
a3b2e653404d,post_grad,replace_collectives_with_low_contention,pipeline,torch/_inductor/fx_passes/post_grad.py,458,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
60fbcd6201d9,post_grad,reinplace_inplaceable_ops,pipeline,torch/_inductor/fx_passes/post_grad.py,464,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
ae10227cf50e,post_grad,fix_auto_functionalized_dtype_views,pipeline,torch/_inductor/fx_passes/post_grad.py,469,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
ee968bf9d2ff,post_grad,decompose_triton_kernel_wrapper_functional,pipeline,torch/_inductor/fx_passes/post_grad.py,473,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
0ed026651930,post_grad,decompose_auto_functionalized,pipeline,torch/_inductor/fx_passes/post_grad.py,476,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
8aa533dd096d,post_grad,decompose_scan_to_while_loop,pipeline,torch/_inductor/fx_passes/post_grad.py,479,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
0f911c15a575,post_grad,decompose_map_to_while_loop,pipeline,torch/_inductor/fx_passes/post_grad.py,482,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
ea5af77d58bb,post_grad,graph_pass,pattern-registry,torch/_inductor/fx_passes/post_grad.py,525,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
90f50af4d121,post_grad,decompose_map_to_while_loop._,pattern-entry,torch/_inductor/fx_passes/post_grad.py,532,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
ea5af77d58bb,post_grad,graph_pass,pattern-registry,torch/_inductor/fx_passes/post_grad.py,718,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
e474fbcf9c41,post_grad,decompose_scan_to_while_loop._,pattern-entry,torch/_inductor/fx_passes/post_grad.py,725,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
2372ae0aacd5,post_grad,prepare_softmax_pattern,replacement-entry,torch/_inductor/fx_passes/post_grad.py,873,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
a9b7cb230d3d,post_grad,mm_plus_mm,pattern-entry,torch/_inductor/fx_passes/post_grad.py,1016,conditional-supported-beneficial,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
a08d46d5c1b1,post_grad,pointless_cumsum_replacement,pattern-entry,torch/_inductor/fx_passes/post_grad.py,1039,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
fca059732949,post_grad,cat_slice_cat,pattern-entry,torch/_inductor/fx_passes/post_grad.py,1089,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
ea5af77d58bb,post_grad,graph_pass,pattern-registry,torch/_inductor/fx_passes/post_grad.py,1485,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
3a442aaf816c,post_grad,decompose_triton_kernel_wrapper_functional._,pattern-entry,torch/_inductor/fx_passes/post_grad.py,1492,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
ea5af77d58bb,post_grad,graph_pass,pattern-registry,torch/_inductor/fx_passes/post_grad.py,1579,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
ebd427f76b31,post_grad,decompose_auto_functionalized._,pattern-entry,torch/_inductor/fx_passes/post_grad.py,1586,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
ebd427f76b31,post_grad,decompose_auto_functionalized._,pattern-entry,torch/_inductor/fx_passes/post_grad.py,1613,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
0dbe14bdcb4b,post_grad,splitwithsizes_cat_replace,pattern-entry,torch/_inductor/fx_passes/post_grad.py,1731,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
a40c88bc57d2,post_grad,cat_splitwithsizes_replace,pattern-entry,torch/_inductor/fx_passes/post_grad.py,1786,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
a2808e257578,post_grad,reciprocal_sqrt_to_rsqrt,pattern-entry,torch/_inductor/fx_passes/post_grad.py,1800,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
933e06d73344,post_grad,unfuse_bias_add_to_pointwise,pattern-entry,torch/_inductor/fx_passes/post_grad.py,1905,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
aa586fbf9c5c,post_grad,unfuse_bias_baddbmm_to_pointwise,pattern-entry,torch/_inductor/fx_passes/post_grad.py,1955,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
ae25cdda35b0,post_grad,addmm,pattern-entry,torch/_inductor/fx_passes/post_grad.py,2033,supported-beneficial,inherited-upstream-explicitly-disabled,not-run,disabled-sentinel-then-test-only-enable,experimental activation replaces matching addmm extra_check with False
f93122e534b3,post_grad,_fuse_addcdiv_to_fma,pattern-entry,torch/_inductor/fx_passes/post_grad.py,2078,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
d3cf807b12c4,post_grad,reuse_partial,pattern-entry,torch/_inductor/fx_passes/post_grad.py,2119,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
b9dd52e975d9,post_grad,fold_four_op_pass,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,217,not-run,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
7b6286bf0999,post_grad,fold_cast,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,265,not-run,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
365071034d2b,post_grad,fold_cat,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,293,supported-beneficial,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
e0676650acaa,post_grad,fold_clone,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,350,not-run,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
e4740635d018,post_grad,fold_detach,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,388,not-run,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
1867e9118b95,post_grad,fold_expand,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,407,not-run,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
00d8af49888a,post_grad,fold_reduce,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,449,supported-pass-disabled-performance-rejected,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
a1f6a59d9de1,post_grad,fold_sink_view,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,480,not-run,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
c7bba487569d,post_grad,fold_slice,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,586,not-run,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
194a456e2f95,post_grad,fold_squeeze,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,606,not-run,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
