record_id,stage,name,mechanism,source,line,signals,static_status,test_unit,validation_group,priority,test_batch,applicability_status,trigger_case_status,trigger_case,observed_pass_status,correctness_status,codegen_status,fallback_status,performance_status,compile_first_ms,warmup,runs,mean_ms,stdev_ms,p50_ms,p99_ms,peak_memory_bytes,verdict,replacement_status,notes
1a51c74897e5,joint_graph,_sfdp_pattern_1,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,43,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
0def62bd5e75,joint_graph,_sfdp_pattern_2,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,65,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
aaac1d800b0c,joint_graph,_sfdp_pattern_3,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,87,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
c72ab1bd5833,joint_graph,_sfdp_pattern_4,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,109,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
a2a9d805df47,joint_graph,_sfdp_pattern_5,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,129,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
a16f6d444fb6,joint_graph,_sfdp_pattern_6,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,150,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
0e8586b78a46,joint_graph,_sfdp_pattern_7,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,171,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
d354d258c0c4,joint_graph,_sfdp_pattern_8,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,208,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
8576849296e9,joint_graph,_sfdp_pattern_9,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,237,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
9e22edc0553d,joint_graph,_sfdp_pattern_10,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,267,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
b356f0dfde05,joint_graph,_sfdp_pattern_11,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,297,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
ee2fc34e9bf3,joint_graph,_sfdp_pattern_12,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,318,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
5fd78a0d858c,joint_graph,_sfdp_pattern_13,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,341,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
be44efeeb8ac,joint_graph,_sfdp_pattern_14,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,358,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
dc89267a55f5,joint_graph,_sfdp_pattern_15,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,384,memory_alias,generic-needs-validation,direct-case,alias-mutation,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
b5c81148a686,joint_graph,_sfdp_pattern_16,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,421,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
f3d26a478a36,joint_graph,_sfdp_pattern_17,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,464,memory_alias,generic-needs-validation,direct-case,alias-mutation,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
e9277bb3ef71,joint_graph,_sfdp_pattern_18,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,504,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
38cb2514a9b6,joint_graph,_sfdp_pattern_19,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,552,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
12d6593346ed,joint_graph,_sfdp_pattern_20,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,588,memory_alias,generic-needs-validation,direct-case,alias-mutation,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
23c7443bda9e,joint_graph,_sfdp_pattern_21,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,628,memory_alias,generic-needs-validation,direct-case,alias-mutation,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
69d80fc9d1d1,joint_graph,_sfdp_pattern_22,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,654,memory_alias,generic-needs-validation,direct-case,alias-mutation,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
084d33ddc8a9,joint_graph,_sfdp_pattern_23,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,684,memory_alias,generic-needs-validation,direct-case,alias-mutation,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
5bba0a2884b7,joint_graph,_sfdp_pattern_24,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,716,memory_alias,generic-needs-validation,direct-case,alias-mutation,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
d380de7512ea,joint_graph,_sfdp_pattern_25,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,752,memory_alias,generic-needs-validation,direct-case,alias-mutation,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
3d309bedbafb,joint_graph,_sfdp_pattern_26,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,782,memory_alias,generic-needs-validation,direct-case,alias-mutation,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
152a4f6bf23e,joint_graph,_sfdp_pattern_27,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,820,memory_alias,generic-needs-validation,direct-case,alias-mutation,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
0f747e528d83,joint_graph,_sfdp_pattern_28,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,857,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
571f6fe072bc,joint_graph,_sfdp_pattern_29,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,876,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
7cd0f45e864b,joint_graph,_sfdp_pattern_30,generated-pattern-family,torch/_inductor/fx_passes/fuse_attention.py,906,,generic-needs-validation,direct-case,generic-npu,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
ce5b3bf69723,joint_graph,early_patterns,pattern-registry,torch/_inductor/fx_passes/joint_graph.py,49,,generic-needs-validation,container-coverage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
f818068e387a,joint_graph,patterns,pattern-registry,torch/_inductor/fx_passes/joint_graph.py,50,,generic-needs-validation,container-coverage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
179777df07d4,joint_graph,joint_custom_pre_pass,pipeline,torch/_inductor/fx_passes/joint_graph.py,718,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
b738f5b04165,joint_graph,remove_noop_ops,pipeline,torch/_inductor/fx_passes/joint_graph.py,725,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
faf35cd732df,joint_graph,constant_fold_uniform_value,pipeline,torch/_inductor/fx_passes/joint_graph.py,728,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
f0950d1fbb4e,joint_graph,joint_custom_post_pass,pipeline,torch/_inductor/fx_passes/joint_graph.py,763,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
f7b3519e94c2,joint_graph,fix_iota_device,pattern-entry,torch/_inductor/fx_passes/joint_graph.py,788,"cuda,mkldnn",needs-npu-validation,direct-case,device-specific-review,P3,B8_DEVICE_SPECIFIC,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
d843fe6080c0,joint_graph,pointless_convert,pattern-entry,torch/_inductor/fx_passes/joint_graph.py,842,,generic-needs-validation,direct-case,generic-npu,P2,B11_GENERIC,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
f7d0a219034c,joint_graph,pointless_view,pattern-entry,torch/_inductor/fx_passes/joint_graph.py,918,"dynamic_shape,memory_alias",generic-needs-validation,direct-case,dynamic-shape,P2,B11_GENERIC,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
074d746ca30f,joint_graph,pointless_view_pair,pattern-entry,torch/_inductor/fx_passes/joint_graph.py,936,dynamic_shape,generic-needs-validation,direct-case,dynamic-shape,P2,B11_GENERIC,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
dc9c63f126be,joint_graph,pointless_permute_pair,pattern-entry,torch/_inductor/fx_passes/joint_graph.py,957,,generic-needs-validation,direct-case,generic-npu,P2,B11_GENERIC,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
4477638714b2,joint_graph,bmm_to_mm,pattern-entry,torch/_inductor/fx_passes/joint_graph.py,979,"cuda,dynamic_shape",needs-npu-validation,direct-case,backend-assumption-review,P2,B11_GENERIC,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
55a03b46ccdf,joint_graph,mul_softmax_pattern,pattern-entry,torch/_inductor/fx_passes/joint_graph.py,1107,,generic-needs-validation,direct-case,generic-npu,P2,B11_GENERIC,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
e4e051e08f22,joint_graph,div_softmax_pattern,pattern-entry,torch/_inductor/fx_passes/joint_graph.py,1142,,generic-needs-validation,direct-case,generic-npu,P2,B11_GENERIC,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
d76aec308133,joint_graph,scatter_upon_const_tensor,pattern-entry,torch/_inductor/fx_passes/joint_graph.py,1203,"dynamic_shape,memory_alias",generic-needs-validation,direct-case,dynamic-shape,P2,B11_GENERIC,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
79a7f46b0054,joint_graph,addmm_pattern,generated-pattern-family,torch/_inductor/fx_passes/pad_mm.py,197,,generic-needs-validation,direct-case,generic-npu,P0,B1_NPU_GATES,applicable,executed,P0-PAD-ADDMM-001,forced-capability-triggered,pass-6-workers-graph-and-output,pass-pad-addmm-slice-runtime,original-op-product-gate,forced-capability-regression,17594.00885,10,100,0.5165189,0.007167290949553784,0.516225,0.53549,412160,unsupported,rejected-performance-regression,"2026-08-21: product still blocked because check_device accepts only CUDA/XPU; test-only bypass is functional, but forced p50 regresses 120.63%, p99 114.76%, allocated peak +279552 B, and tasks/step 1->7; unified audit shim used"
2f13340f939c,joint_graph,mm_pattern,generated-pattern-family,torch/_inductor/fx_passes/pad_mm.py,812,,generic-needs-validation,direct-case,generic-npu,P0,B1_NPU_GATES,applicable,executed,P0-PAD-MM-001,forced-capability-triggered,pass-6-workers-graph-and-output,pass-pad-mm-slice-runtime,original-op-product-gate,forced-capability-regression,2659.1978,10,100,0.3721254,0.020031853594319284,0.36878,0.40726,411136,unsupported,rejected-performance-regression,"2026-08-21: product still blocked because check_device accepts only CUDA/XPU; test-only bypass is functional, but forced p50 regresses 72.65%, p99 74.91%, allocated peak +278528 B, and tasks/step 1->5"
95cc946c66b4,joint_graph,bmm_pattern,generated-pattern-family,torch/_inductor/fx_passes/pad_mm.py,885,,generic-needs-validation,direct-case,generic-npu,P0,B1_NPU_GATES,applicable,executed,P0-PAD-BMM-001,forced-capability-triggered,pass-6-workers-graph-and-output,pass-pad-bmm-slice-runtime,original-op-product-gate,forced-capability-regression,2732.94423,10,100,0.3602906,0.009788870563506849,0.356485,0.39435,428032,unsupported,rejected-performance-regression,"2026-08-21: product still blocked because check_device accepts only CUDA/XPU; test-only bypass is functional, but forced p50 regresses 65.31%, p99 69.70%, allocated peak +294400 B, and tasks/step 1->5"
d719c97acc32,npu-custom,run_register_pre_custom_passes,extension-function,torch_npu/_inductor/fx_passes/ascend_custom_passes/__init__.py,13,,npu-specific,manual-review,npu-specific,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
53f13ee0be29,npu-custom,run_register_post_custom_passes,extension-function,torch_npu/_inductor/fx_passes/ascend_custom_passes/__init__.py,28,,npu-specific,manual-review,npu-specific,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
1f8779b39b11,npu-custom,register_custom_pass,extension-function,torch_npu/_inductor/fx_passes/ascend_custom_passes/register_custom_pass.py,28,,npu-specific,manual-review,npu-specific,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
77ab01ebab55,npu-dvm,dvm_graph_fusion,backend-graph-pass,torch_npu/_inductor/dvm/graph_fusion.py,345,,npu-specific,direct-case,npu-specific,P1,B3_DVM_MLIR,applicable,designed,B3-DVM-GRAPH-001,triggered,passed,passed-dvm,no-cpu-fallback,beneficial,2807.76402,10,100,0.2134815,0.006614512720930662,0.212175,0.22496,2560,supported-beneficial,not-needed,"15/15 graph-fusion NPU tests pass; paired default-vs-DVM p50/p99 improve 24.20%/39.93%, compile 20.32s->2.81s, allocated peak equal; profiler tasks 1->3 but device duration 205.46->109.02us"
fa4c20c4d190,npu-dvm-subpass,annotate_mm_transpose_flags,backend-subpass,torch_npu/_inductor/dvm/fx_pass.py,26,,npu-specific,direct-case,npu-specific,P1,B3_DVM_MLIR,applicable,designed,B3-DVM-TRANSPOSE-001,triggered,passed,passed-dvm,no-cpu-fallback,not-isolated,,,,,,,,,supported-neutral,not-needed,"FakeTensor transpose/contiguous and addmm bias guards pass; DVM matmul device suite passes, but aggregate performance cannot be attributed to this annotation helper alone"
c0f7332d30d8,npu-dvm-subpass,decompose_k1_matmul_to_mul,backend-subpass,torch_npu/_inductor/dvm/fx_pass.py,70,dynamic_shape,npu-specific,direct-case,npu-specific,P1,B3_DVM_MLIR,upstream-predecomposed,designed,B3-DVM-K1-001,direct-triggered-compile-predecomposed,passed,passed-as-upstream-mul,no-cpu-fallback,not-applicable-upstream-predecomposed,,,,,,,,,not-applicable,not-needed-upstream,"Direct FX mm/bmm K=1 rewrite is exact and K!=1/SymInt guards pass; real torch.compile graph already arrives as cast->mul->cast before this subpass, so no independent product effect or paired performance claim"
fd160bf46176,npu-dvm-subpass,insert_sum_fp32_prepost_cast_prims,backend-subpass,torch_npu/_inductor/dvm/fx_pass.py,117,,npu-specific,direct-case,npu-specific,P1,B3_DVM_MLIR,applicable,designed,B3-DVM-SUM-001,triggered,passed-after-p012,passed-dvm,no-cpu-fallback,availability-required-not-paired,,,,,,,,,supported-neutral,not-needed,"P-012 restricts the direct dtype domain and restores int64/float64 mismatch 2/1 to 0; fp16 candidate emits cast->sum->cast and passes, while audit-only removal generates bare fp16 DVM sum then native segfaults, so no safe timing baseline"
0876a5047d4e,npu-dvm-subpass,insert_promote_cast_by_pos_prims,backend-subpass,torch_npu/_inductor/dvm/fx_pass.py,197,,npu-specific,direct-case,npu-specific,P1,B3_DVM_MLIR,applicable,designed,B3-DVM-PROMOTE-001,triggered,passed,passed-dvm,no-cpu-fallback,not-isolated,,,,,,,,,supported-neutral,not-needed,"Mixed add/compare insert one compute-dtype cast and preserve value/dtype/shape/stride; same-dtype graph stays unchanged; DVM int64/mixed pointwise tests pass"
a470a4ffac2b,npu-dvm-subpass,expand_to_reshape,backend-subpass,torch_npu/_inductor/dvm/fx_pass.py,251,dynamic_shape,npu-specific,direct-case,npu-specific,P1,B3_DVM_MLIR,current-partitioner-excludes-target,designed,B3-DVM-EXPAND-001,direct-only-aggregate-not-triggered,passed-after-p012,not-triggered-by-partitioner,no-cpu-fallback,not-applicable-current-route,,,,,,,,,unsupported,capability-list-review,"P-012 fixes return/meta/recompile contract and direct identity/broadcast cases pass; add->expand, expand->add and add->view remain outside DVM custom op because capability list excludes expand/reshape/view, so current aggregate effect is zero"
34bb66a7a4af,npu-mlir,DvmMlirPostGradPass,backend-graph-pass,torch_npu/_inductor/ascend_npu_ir/ascend_npu_ir/npu/npu_inductor_plugin.py,213,,npu-specific,direct-case,npu-specific,P1,B3_DVM_MLIR,conditional-dvm-supported-mlir-env-blocked,designed,B3-MLIR-WRAPPER-001,triggered-in-dvm,passed,passed-dvm-mlir-env-blocked,dvm-no-cpu-fallback,not-isolated,,,,,,,,,supported-neutral,not-needed,"Wrapper calls the prior CustomGraphPass once and retains a non-None uuid; DVM backend suite 32/32 passes without torch_mlir, while full mlir loader is environment-blocked by missing torch_mlir"
494a11189064,npu-mlir-subpass,fold_sum_cast_to_dtype,backend-subpass,torch_npu/_inductor/ascend_npu_ir/ascend_npu_ir/npu/utils.py,352,,npu-specific,direct-case,npu-specific,P1,B3_DVM_MLIR,conditional-dvm-supported-mlir-env-blocked,designed,B3-MLIR-SUM-FOLD-001,direct-triggered,passed,passed-dvm-wrapper-mlir-env-blocked,dvm-no-cpu-fallback,not-isolated,,,,,,,,,supported-neutral,not-needed,"Single-user sum->cast folds into sum(dtype) exactly; multi-user, explicit-dtype and target-mismatch negatives stay unchanged; full MLIR performance awaits torch_mlir environment"
3ff8ba2ee50f,npu-pattern,npu_fusion_attention_graph,extension-function,torch_npu/_inductor/fx_passes/pattern_match/npu_fusion_attention_graph.py,160,,npu-specific,manual-review,npu-specific,P1,B4_ATTENTION,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
49b295f7d222,npu-triton-experimental,_elide_int_float_int_roundtrip_pass,extension-function,torch_npu/_inductor/triton_experimental/fx_passes.py,25,"npu,dynamic_shape,memory_alias",npu-specific,manual-review,npu-specific,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
2433db3ad18e,npu-triton-experimental,_install_elide_int_float_int_pass,extension-function,torch_npu/_inductor/triton_experimental/fx_passes.py,378,npu,npu-specific,manual-review,npu-specific,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
9a69dae46843,npu-triton-experimental,_disable_addmm_fusion_pass,extension-function,torch_npu/_inductor/triton_experimental/fx_passes.py,534,npu,npu-specific,manual-review,npu-specific,P0,B1_NPU_GATES,applicable,executed,P0-ADDMM-001,control-confirmed,pass-4-combinations,pass-original-graph,aten-mm-plus-add,not-run,,,,,,,,,not-run,not-assessed,"2026-08-20: experimental positive retained mm+add while default fused to aten.addmm; scalar negatives stayed unfused"
fec7ab0b45d8,npu-triton-experimental,_disable_pad_mm_pass,extension-function,torch_npu/_inductor/triton_experimental/overrides.py,74,"npu,dynamic_shape",npu-specific,manual-review,npu-specific,P0,B1_NPU_GATES,applicable,executed,P0-PAD-MM-001;P0-PAD-BMM-001;P0-PAD-ADDMM-001,control-confirmed,pass-12-combinations,pass-original-op,aten-extern,not-run,,,,,,,,,not-run,not-assessed,"2026-08-20: experimental effective shape_padding=False for mm/bmm/addmm positive and aligned cases; no pad/slice observed"
332956359d38,post_grad,reorder_for_locality,pipeline,torch/_inductor/fx_passes/post_grad.py,196,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
fbeedced3149,post_grad,post_grad_custom_pre_pass,pipeline,torch/_inductor/fx_passes/post_grad.py,209,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
69d57eacd3f2,post_grad,remove_profiler_ops,pipeline,torch/_inductor/fx_passes/post_grad.py,230,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
3bb7ca850f5e,post_grad,respecialize_current_device,pipeline,torch/_inductor/fx_passes/post_grad.py,236,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
fbeedced3149,post_grad,post_grad_custom_pre_pass,pipeline,torch/_inductor/fx_passes/post_grad.py,242,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
59f3d6f503ce,post_grad,remove_noop_ops,pipeline,torch/_inductor/fx_passes/post_grad.py,245,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
cf1e1ff5b835,post_grad,remove_assert_ops,pipeline,torch/_inductor/fx_passes/post_grad.py,246,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
9393f1d7491c,post_grad,partitioned_scatter_optimization,pipeline,torch/_inductor/fx_passes/post_grad.py,254,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
1b61076f0d1e,post_grad,fuse_ddp_communication,pipeline,torch/_inductor/fx_passes/post_grad.py,286,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
f435e9d2530a,post_grad,post_grad_custom_post_pass,pipeline,torch/_inductor/fx_passes/post_grad.py,301,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
fd7e19a3fcb9,post_grad,chain_random_ops_ordering,pipeline,torch/_inductor/fx_passes/post_grad.py,306,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
2b2f82ef4630,post_grad,stable_sort,pipeline,torch/_inductor/fx_passes/post_grad.py,310,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
e19211cbb281,post_grad,move_constructors_to_cuda,pipeline,torch/_inductor/fx_passes/post_grad.py,312,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
3891182bb842,post_grad,decomp_comms,pipeline,torch/_inductor/fx_passes/post_grad.py,337,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
77f4c06ecdf2,post_grad,dedup_reduce_scatters,pipeline,torch/_inductor/fx_passes/post_grad.py,344,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
5892276904cc,post_grad,bucket_reduce_scatters,pipeline,torch/_inductor/fx_passes/post_grad.py,357,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
5c1d43ad2ce6,post_grad,bucket_all_reduce,pipeline,torch/_inductor/fx_passes/post_grad.py,369,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
f4b58b847fca,post_grad,bucket_all_gathers,pipeline,torch/_inductor/fx_passes/post_grad.py,389,,generic-pipeline,observer-stage,generic-npu,INFRA,B10_PIPELINE_INFRA,review-required,not-designed,,not-run,not-run,not-run,not-run,not-run,,,,,,,,,not-run,not-assessed,
